student_country,days_on_platform,minutes_watched,courses_started,practice_exams_started,practice_exams_passed,minutes_spent_on_exams,purchased
IN,258,1.8,1,0,0,0,0
SL,258,0.1,1,0,0,0,0
TR,258,7.3,1,0,0,0,0
SO,258,1.6,1,0,0,0,0
US,258,153.5,3,0,0,0,0
US,2,39.7,1,0,0,0,1
NL,258,5.7,2,0,0,0,0
GB,0,112.4,1,0,0,0,1
IN,258,55.2,3,0,0,0,0
ZA,258,58.9,1,0,0,0,0
BD,258,6.3,1,0,0,0,0
SG,258,0.5,1,0,0,0,0
EG,258,12.3,1,0,0,0,0
KE,258,40.1,1,0,0,0,0
GB,258,0.8,1,0,0,0,0
TR,258,1.2,1,0,0,0,0
ID,258,4.6,1,0,0,0,0
US,258,71.6,1,0,0,0,0
EG,258,0.7,1,0,0,0,0
AL,258,1.4,1,0,0,0,0
US,258,11,1,0,0,0,0
NG,258,0.9,1,0,0,0,0
TR,258,0.4,1,0,0,0,0
EG,257,50.3,1,0,0,0,0
BR,257,121.3,6,0,0,0,0
US,257,84.9,1,0,0,0,0
JO,257,1.1,1,0,0,0,0
EG,257,4.5,1,0,0,0,0
VN,257,33.8,1,0,0,0,0
IN,257,98.7,2,0,0,0,0
PH,257,42.5,1,0,0,0,0
PH,15,99.7,1,0,0,0,1
IN,257,0.6,1,0,0,0,0
PH,257,53.9,1,0,0,0,0
US,257,1.6,1,0,0,0,0
NG,257,64.1,1,0,0,0,0
US,257,6.5,1,0,0,0,0
IN,257,1.6,1,0,0,0,0
SD,257,2.4,1,0,0,0,0
IN,4,45.3,1,0,0,0,1
PE,257,6.6,1,0,0,0,0
EE,257,33.2,1,0,0,0,0
KE,257,13.7,1,0,0,0,0
IN,257,12.2,2,0,0,0,0
RU,257,0.5,1,0,0,0,0
ET,257,0.4,1,0,0,0,0
TN,257,0.5,1,0,0,0,0
GB,2,57,2,0,0,0,1
AU,257,94.1,3,0,0,0,0
NG,257,0.3,1,0,0,0,0
FR,257,43.9,1,0,0,0,0
IN,257,61.5,1,0,0,0,0
BD,0,9.5,1,0,0,0,1
IN,257,9.4,1,0,0,0,0
US,0,44.6,1,0,0,0,1
CA,257,1.2,1,0,0,0,0
IN,257,1.3,1,0,0,0,0
KW,45,30.8,1,0,0,0,1
SA,257,0.4,1,0,0,0,0
EG,257,1.4,1,0,0,0,0
NG,257,4.2,1,0,0,0,0
NG,257,7,1,0,0,0,0
AE,257,8.2,1,0,0,0,0
IN,257,0.2,1,0,0,0,0
IN,257,0.2,1,0,0,0,0
IN,257,1.3,1,0,0,0,0
EG,257,0.4,1,0,0,0,0
KE,257,48.1,1,0,0,0,0
GB,0,0.7,1,0,0,0,1
TW,257,2.4,1,0,0,0,0
US,257,0.6,1,0,0,0,0
CA,257,76.2,4,0,0,0,0
IN,257,3,1,0,0,0,0
FR,257,1.1,1,0,0,0,0
IN,256,56.6,1,0,0,0,0
BD,256,0.3,1,0,0,0,0
BD,256,1.4,1,0,0,0,0
US,256,39.4,1,0,0,0,0
NZ,256,64.1,1,0,0,0,0
US,256,2.4,1,0,0,0,0
IN,256,1.6,1,0,0,0,0
IN,256,2,1,0,0,0,0
IN,256,0.6,1,0,0,0,0
BD,256,0.4,1,0,0,0,0
US,4,104.9,4,0,0,0,1
DE,256,34.7,1,0,0,0,0
NZ,0,120.2,1,0,0,0,1
IN,256,55.9,1,0,0,0,0
IN,256,0.6,1,0,0,0,0
HK,0,149.2,1,0,0,0,1
US,256,1.2,1,0,0,0,0
AZ,256,0.1,1,0,0,0,0
AZ,256,0.4,1,0,0,0,0
BD,256,1.4,1,0,0,0,0
IN,256,2.8,1,0,0,0,0
SA,256,7.4,1,0,0,0,0
GB,256,1.9,1,0,0,0,0
TR,256,0.1,1,0,0,0,0
AU,256,18.1,2,0,0,0,0
NP,256,32.3,1,0,0,0,0
IN,256,0.2,1,0,0,0,0
GB,256,0.1,1,0,0,0,0
AE,256,13.5,1,0,0,0,0
EG,256,0.2,1,0,0,0,0
IN,256,14.6,2,0,0,0,0
NG,256,0.6,1,0,0,0,0
US,0,6.6,1,0,0,0,1
IN,256,21.1,1,0,0,0,0
BO,256,10.4,1,0,0,0,0
AU,256,291.4,5,0,0,0,0
US,256,17.8,1,0,0,0,0
CL,256,2.9,1,0,0,0,0
SA,256,0.5,1,0,0,0,0
CA,256,24.8,2,0,0,0,0
US,256,1.8,1,0,0,0,0
NG,256,24.4,1,0,0,0,0
GB,256,9.4,1,0,0,0,0
PT,256,0.1,1,0,0,0,0
IT,256,1.7,1,0,0,0,0
BR,255,0.3,1,0,0,0,0
US,255,0.9,1,0,0,0,0
IN,255,58.3,1,0,0,0,0
IN,255,146.6,4,0,0,0,0
US,0,26.2,1,0,0,0,1
KE,255,0.2,1,0,0,0,0
SG,255,31.4,1,0,0,0,0
SA,255,1.1,1,0,0,0,0
IN,255,2.1,1,0,0,0,0
ES,255,2.6,1,0,0,0,0
ME,255,32.3,1,0,0,0,0
KE,255,33.5,1,0,0,0,0
ES,255,8.1,1,0,0,0,0
AZ,255,1.6,2,0,0,0,0
PK,255,3.9,1,0,0,0,0
CM,255,2.7,1,0,0,0,0
IN,255,0.3,1,0,0,0,0
FR,255,56.4,1,0,0,0,0
IN,255,1.5,1,0,0,0,0
PH,255,12,1,0,0,0,0
ID,0,5.7,1,0,0,0,1
VN,255,32.1,1,0,0,0,0
NG,255,127.5,2,0,0,0,0
IN,255,0.2,1,0,0,0,0
CA,0,11.5,1,0,0,0,1
IN,255,0.5,1,0,0,0,0
US,255,62.3,2,0,0,0,0
JO,255,0.4,1,0,0,0,0
EG,0,7.6,1,0,0,0,1
ID,255,18.8,1,0,0,0,0
US,255,20.1,1,0,0,0,0
US,2,95.5,2,0,0,0,1
IE,255,8.9,1,0,0,0,0
BD,255,0.3,1,0,0,0,0
US,255,50,1,0,0,0,0
ET,255,6.6,1,0,0,0,0
IN,255,39,1,0,0,0,0
NG,255,1.9,1,0,0,0,0
US,255,92.8,1,0,0,0,0
US,2,221.6,1,0,0,0,1
SD,255,7.4,1,0,0,0,0
TN,255,7.1,1,0,0,0,0
EC,0,0.5,1,0,0,0,1
US,255,10.5,1,0,0,0,0
IN,255,0.2,1,0,0,0,0
PE,255,57.4,1,0,0,0,0
EG,255,7.3,1,0,0,0,0
US,0,1.1,1,0,0,0,1
FR,255,0.6,1,0,0,0,0
US,255,6.6,1,0,0,0,0
EG,254,36.2,1,0,0,0,0
EG,254,3.5,1,0,0,0,0
US,254,17.6,1,0,0,0,0
US,254,0.1,1,0,0,0,0
CL,50,45.1,2,0,0,0,1
IN,254,13.4,1,0,0,0,0
CA,254,0.6,1,0,0,0,0
IN,254,0.4,1,0,0,0,0
IN,254,50,2,0,0,0,0
AU,254,43.8,1,0,0,0,0
US,254,12.5,2,0,0,0,0
ID,254,46.9,1,0,0,0,0
IL,254,8,1,0,0,0,0
PL,254,2.4,1,0,0,0,0
KE,254,21.2,1,0,0,0,0
IN,254,0.3,1,0,0,0,0
NP,254,23.1,1,0,0,0,0
US,254,6.9,1,0,0,0,0
TR,254,5.6,1,0,0,0,0
US,254,20.8,1,0,0,0,0
GB,254,3.3,1,0,0,0,0
EG,254,0.4,1,0,0,0,0
SG,0,37.5,1,0,0,0,1
US,254,9,1,0,0,0,0
TH,254,26.6,1,0,0,0,0
CZ,254,24.1,1,0,0,0,0
SD,1,9.4,2,0,0,0,1
ID,254,1.6,1,0,0,0,0
SG,254,45.4,1,0,0,0,0
TT,254,0.2,1,0,0,0,0
IN,254,0.8,1,0,0,0,0
IN,3,26.9,2,0,0,0,1
GH,254,34.6,1,0,0,0,0
MY,254,20.7,1,0,0,0,0
GB,254,8.1,1,0,0,0,0
GH,254,25.6,1,0,0,0,0
NG,254,7.2,1,0,0,0,0
IN,254,87.8,1,0,0,0,0
IN,254,112.9,1,0,0,0,0
PL,0,6.7,1,0,0,0,1
CA,0,2.5,1,0,0,0,1
TN,254,7.1,1,0,0,0,0
DE,254,0.1,1,0,0,0,0
JO,0,2.6,1,0,0,0,1
NL,0,46.5,1,0,0,0,1
GB,254,103.5,2,0,0,0,0
TR,254,8.2,1,0,0,0,0
TH,0,10.5,1,0,0,0,1
NG,253,44.5,1,0,0,0,0
IN,253,1.3,1,0,0,0,0
US,253,2.2,1,0,0,0,0
CO,253,6.3,1,0,0,0,0
KR,253,1.9,1,0,0,0,0
IN,253,5.5,1,0,0,0,0
US,253,6,1,0,0,0,0
PH,253,60.6,1,0,0,0,0
IN,253,6.7,1,0,0,0,0
QA,253,8.2,1,0,0,0,0
IN,253,0.4,1,0,0,0,0
IN,253,11.3,1,0,0,0,0
GR,253,46.6,1,0,0,0,0
US,253,22.9,2,0,0,0,0
TR,253,3.5,1,0,0,0,0
BG,253,11.7,1,0,0,0,0
ID,253,50.7,1,0,0,0,0
DZ,253,17.9,1,0,0,0,0
BG,253,4.5,3,0,0,0,0
KE,253,14.3,2,0,0,0,0
IN,253,8,1,0,0,0,0
SA,253,4.5,1,0,0,0,0
HK,253,0.2,1,0,0,0,0
FR,253,0.4,1,0,0,0,0
SE,253,18.7,1,0,0,0,0
ZA,253,0.5,1,0,0,0,0
EG,253,1,1,0,0,0,0
PE,253,56.3,1,0,0,0,0
US,253,1.3,1,0,0,0,0
ZA,253,7.6,2,0,0,0,0
AE,253,7.6,1,0,0,0,0
IN,253,18.1,1,0,0,0,0
GB,253,7.6,1,0,0,0,0
KE,253,902.5,6,0,0,0,0
IN,253,1,1,0,0,0,0
FR,253,3.5,1,0,0,0,0
UZ,253,51.2,1,0,0,0,0
IN,253,12.1,1,0,0,0,0
EG,253,0.6,1,0,0,0,0
GB,1,47.4,1,0,0,0,1
DE,253,2.3,1,0,0,0,0
KE,253,0.4,1,0,0,0,0
IN,253,2.4,1,0,0,0,0
IN,253,8.8,1,0,0,0,0
IN,253,6.5,1,0,0,0,0
US,253,33.6,1,0,0,0,0
US,253,172.2,2,0,0,0,0
CA,253,5.5,1,0,0,0,0
TR,253,1.7,1,0,0,0,0
CA,3,92.9,1,0,0,0,1
US,253,2.8,1,0,0,0,0
US,253,30,1,0,0,0,0
EG,253,46.8,1,0,0,0,0
CA,253,17.3,1,0,0,0,0
US,252,46.7,1,0,0,0,0
BR,252,23.5,1,0,0,0,0
GB,252,22.3,1,0,0,0,0
IN,252,0.4,1,0,0,0,0
US,252,33.4,1,0,0,0,0
KE,252,50.5,2,0,0,0,0
IN,252,5.5,1,0,0,0,0
AM,252,5.8,1,0,0,0,0
ID,252,79.3,2,0,0,0,0
IN,252,77.5,1,0,0,0,0
KR,252,0.7,1,0,0,0,0
IN,252,16.3,1,0,0,0,0
NG,252,45.1,1,0,0,0,0
ZA,252,44.5,1,0,0,0,0
GE,252,1.1,1,0,0,0,0
IN,252,42.8,1,0,0,0,0
IN,252,0.1,1,0,0,0,0
IN,252,0.1,1,0,0,0,0
IN,252,4.5,1,0,0,0,0
GA,252,3.8,1,0,0,0,0
GE,252,33.8,2,0,0,0,0
LK,252,7.5,1,0,0,0,0
NG,6,6.6,1,0,0,0,1
ZA,252,226.3,1,0,0,0,0
ZA,252,2.7,1,0,0,0,0
US,252,0.7,1,0,0,0,0
US,2,119.2,1,0,0,0,1
AR,252,74.5,1,0,0,0,0
CO,252,19,1,0,0,0,0
EG,252,11.9,1,0,0,0,0
GB,83,62.6,1,0,0,0,1
US,107,331.6,6,0,0,0,1
DZ,252,0.1,1,0,0,0,0
US,251,1.2,1,0,0,0,0
PE,251,0.2,1,0,0,0,0
US,251,35.4,1,0,0,0,0
VN,251,0.2,1,0,0,0,0
US,0,7,1,0,0,0,1
ID,251,0.1,1,0,0,0,0
IN,251,34.9,1,0,0,0,0
SG,251,47,1,0,0,0,0
IN,251,1.4,1,0,0,0,0
IN,251,0.2,1,0,0,0,0
US,251,1.5,1,0,0,0,0
NG,251,0.2,1,0,0,0,0
TH,251,1.2,1,0,0,0,0
UG,251,46.7,1,0,0,0,0
SA,251,0.3,1,0,0,0,0
PK,251,8.8,1,0,0,0,0
VN,251,1.4,1,0,0,0,0
IN,251,0.2,1,0,0,0,0
PY,251,3.9,1,0,0,0,0
IN,251,30.2,1,0,0,0,0
MA,251,130.4,1,0,0,0,0
TH,251,18.4,1,0,0,0,0
IN,251,3.3,1,0,0,0,0
NG,251,0.2,1,0,0,0,0
EG,251,7,1,0,0,0,0
US,4,18.4,1,0,0,0,1
US,2,121.6,1,0,0,0,1
ES,251,66.5,1,0,0,0,0
TN,251,1.5,1,0,0,0,0
EG,251,0.5,2,0,0,0,0
EG,251,1.2,1,0,0,0,0
ES,251,21.4,2,0,0,0,0
IN,251,0.3,1,0,0,0,0
US,251,0.1,1,0,0,0,0
AZ,251,19.1,1,0,0,0,0
RU,251,2.7,1,0,0,0,0
PL,251,57.6,2,0,0,0,0
GB,251,0.1,1,0,0,0,0
PL,251,103.9,2,0,0,0,0
BG,251,0.9,1,0,0,0,0
IE,7,44.8,1,0,0,0,1
IN,251,1,1,0,0,0,0
BG,0,19.8,1,0,0,0,1
IT,251,8.6,1,0,0,0,0
EG,251,5.2,1,0,0,0,0
CA,251,0.5,1,0,0,0,0
IN,251,0.7,1,0,0,0,0
TR,250,0.1,1,0,0,0,0
IN,250,51,1,0,0,0,0
US,250,5,1,0,0,0,0
IN,250,7.5,1,0,0,0,0
US,250,2.1,1,0,0,0,0
IN,250,5.6,1,0,0,0,0
IN,250,40.7,1,0,0,0,0
IN,250,0.1,1,0,0,0,0
IN,250,0.7,1,0,0,0,0
IN,250,33.3,1,0,0,0,0
IN,250,5,1,0,0,0,0
IN,250,0.4,1,0,0,0,0
EG,250,0.6,1,0,0,0,0
EG,250,1.9,1,0,0,0,0
EG,250,1.7,1,0,0,0,0
IN,250,0.6,1,0,0,0,0
PH,250,6,1,0,0,0,0
TN,250,26.7,1,0,0,0,0
GB,250,0.5,1,0,0,0,0
IN,250,75.3,3,0,0,0,0
IN,250,29.4,1,0,0,0,0
IN,250,45.7,1,0,0,0,0
IN,250,6.6,1,0,0,0,0
LB,250,2.6,1,0,0,0,0
MA,250,1.2,1,0,0,0,0
ID,250,4.1,2,0,0,0,0
DZ,250,2.5,1,0,0,0,0
EC,250,8.6,1,0,0,0,0
IN,106,3.2,2,0,0,0,1
DE,250,3.9,1,0,0,0,0
IN,250,0.6,1,0,0,0,0
US,250,0.1,1,0,0,0,0
NG,250,57.5,1,0,0,0,0
NG,250,31.9,1,0,0,0,0
SA,250,16,1,0,0,0,0
US,250,37.6,1,0,0,0,0
US,0,10.6,1,0,0,0,1
CA,250,8.3,1,0,0,0,0
CA,249,30.3,1,0,0,0,0
US,2,67.3,2,0,0,0,1
SG,0,74.3,1,0,0,0,1
US,1,44.5,1,0,0,0,1
AU,249,72.8,2,0,0,0,0
US,0,13,1,0,0,0,1
ES,249,23.9,2,0,0,0,0
PK,249,3.9,1,0,0,0,0
CO,249,6.5,1,0,0,0,0
AU,249,1.8,1,0,0,0,0
US,249,3.9,1,0,0,0,0
IN,249,96.1,1,0,0,0,0
GB,6,64.8,3,0,0,0,1
CA,7,47.5,1,0,0,0,1
US,249,15.6,1,0,0,0,0
NG,249,35.3,1,0,0,0,0
LR,249,36.9,1,0,0,0,0
EG,249,54.6,1,0,0,0,0
IN,249,0.4,1,0,0,0,0
IN,249,5.2,1,0,0,0,0
NO,249,59.1,1,0,0,0,0
EG,249,55.1,3,0,0,0,0
DJ,249,18.9,2,0,0,0,0
IN,249,40.2,1,0,0,0,0
ID,249,18.4,1,0,0,0,0
IT,249,76.5,2,0,0,0,0
EG,27,78.7,1,0,0,0,1
HK,249,0.7,1,0,0,0,0
US,249,52.6,1,0,0,0,0
LK,249,0.2,1,0,0,0,0
ID,249,10.7,1,0,0,0,0
SG,0,7,1,0,0,0,1
IN,2,12.8,1,0,0,0,1
ID,249,0.6,1,0,0,0,0
IN,249,141.2,2,0,0,0,0
IN,249,0.2,1,0,0,0,0
IN,249,2.1,1,0,0,0,0
BG,249,0.9,1,0,0,0,0
US,0,30.7,1,0,0,0,1
TN,249,227.6,4,0,0,0,0
NL,249,12.7,1,0,0,0,0
US,1,53.6,1,0,0,0,1
IN,249,1.4,1,0,0,0,0
GB,249,1.3,1,0,0,0,0
EG,249,0.2,1,0,0,0,0
FR,249,0.6,1,0,0,0,0
US,0,62.5,1,0,0,0,1
KE,249,40.3,1,0,0,0,0
AZ,249,73.7,1,0,0,0,0
FR,249,0.3,1,0,0,0,0
US,249,3.5,1,0,0,0,0
EG,249,24.6,1,0,0,0,0
AR,249,0.1,1,0,0,0,0
EG,249,0.5,1,0,0,0,0
MA,249,1,1,0,0,0,0
AU,248,4.7,1,0,0,0,0
GH,248,26.5,1,0,0,0,0
IN,248,64.8,1,0,0,0,0
EG,248,7.1,1,0,0,0,0
US,248,52.9,1,0,0,0,0
ID,248,3.6,1,0,0,0,0
US,248,10.3,1,0,0,0,0
US,248,1.2,1,0,0,0,0
IN,248,0.3,1,0,0,0,0
IN,248,4.4,1,0,0,0,0
IN,248,34.2,1,0,0,0,0
HK,248,18.6,1,0,0,0,0
ID,248,5.6,1,0,0,0,0
GB,248,29.6,1,0,0,0,0
IN,248,7.3,1,0,0,0,0
EG,248,1.4,1,0,0,0,0
IN,248,60.9,1,0,0,0,0
DZ,248,6,1,0,0,0,0
IN,248,0.2,1,0,0,0,0
IN,248,0.9,1,0,0,0,0
DZ,248,0.2,1,0,0,0,0
US,248,26.9,1,0,0,0,0
JO,248,3.7,1,0,0,0,0
ID,248,73.9,1,0,0,0,0
IN,248,3.9,1,0,0,0,0
ET,248,0.8,1,0,0,0,0
IN,248,0.3,1,0,0,0,0
DE,248,0.1,1,0,0,0,0
IN,248,23.5,2,0,0,0,0
UG,248,2.3,1,0,0,0,0
IN,248,1.3,1,0,0,0,0
JO,248,42.9,2,0,0,0,0
IN,248,45.7,1,0,0,0,0
EG,248,1,1,0,0,0,0
EG,248,0.9,1,0,0,0,0
ID,248,0.4,1,0,0,0,0
TR,3,8.5,2,0,0,0,1
US,6,124.4,1,0,0,0,1
IN,248,20.3,1,0,0,0,0
IN,248,5.1,1,0,0,0,0
IN,248,3,1,0,0,0,0
JO,248,0.6,2,0,0,0,0
US,248,24.4,2,0,0,0,0
DZ,248,29.4,1,0,0,0,0
CA,12,0.1,1,0,0,0,1
US,248,0.1,1,0,0,0,0
RU,248,4.4,1,0,0,0,0
US,248,123.4,2,0,0,0,0
FR,248,30.6,1,0,0,0,0
BR,248,112.5,3,0,0,0,0
US,0,6.5,1,0,0,0,1
MX,248,45.2,1,0,0,0,0
QA,248,2.4,1,0,0,0,0
ZA,248,45.9,1,0,0,0,0
TN,248,0.2,1,0,0,0,0
TR,248,15.5,1,0,0,0,0
GT,248,53.6,2,0,0,0,0
BR,1,66.5,1,0,0,0,1
US,20,5.1,1,0,0,0,1
IN,247,1.8,1,0,0,0,0
US,247,19.3,3,0,0,0,0
EG,247,3.7,1,0,0,0,0
ID,247,60.7,1,0,0,0,0
IN,247,2.6,1,0,0,0,0
DE,247,43.1,1,0,0,0,0
NP,247,0.1,1,0,0,0,0
HK,247,69.4,1,0,0,0,0
EG,247,1.7,1,0,0,0,0
IN,247,3.3,1,0,0,0,0
UA,247,0.5,2,0,0,0,0
GE,247,24.2,2,0,0,0,0
IN,247,22.6,1,0,0,0,0
IN,247,47.6,1,0,0,0,0
TR,247,0.8,1,0,0,0,0
KE,247,9.5,1,0,0,0,0
TZ,247,0.3,1,0,0,0,0
AE,247,3,1,0,0,0,0
FR,247,34.4,1,0,0,0,0
IN,247,5.1,1,0,0,0,0
PE,247,0.2,1,0,0,0,0
PT,247,6.6,2,0,0,0,0
US,247,3.2,1,0,0,0,0
KE,247,24.4,1,0,0,0,0
SA,247,10.1,1,0,0,0,0
SN,247,296.9,3,0,0,0,0
SA,247,10.3,1,0,0,0,0
ZA,247,6.5,1,0,0,0,0
IN,247,3.4,1,0,0,0,0
TR,247,1.3,1,0,0,0,0
IN,247,2.2,1,0,0,0,0
UZ,247,0.2,1,0,0,0,0
US,0,59.4,1,0,0,0,1
IN,247,0.1,1,0,0,0,0
BD,247,1.8,2,0,0,0,0
IE,247,151.2,3,0,0,0,0
ID,247,38.5,1,0,0,0,0
IN,247,46,2,0,0,0,0
ID,247,48.4,1,0,0,0,0
IN,247,0.4,1,0,0,0,0
HR,247,3.6,1,0,0,0,0
US,0,18.7,1,0,0,0,1
EG,247,0.9,1,0,0,0,0
EG,247,45.3,1,0,0,0,0
US,247,14.9,1,0,0,0,0
KR,247,1.8,1,0,0,0,0
TR,247,42.1,1,0,0,0,0
US,0,19.7,1,0,0,0,1
EG,247,2.2,1,0,0,0,0
KE,247,12.8,1,0,0,0,0
IN,247,12.9,1,0,0,0,0
US,1,143.2,1,0,0,0,1
PL,247,12.1,1,0,0,0,0
US,1,30.8,1,0,0,0,1
HT,247,11.4,1,0,0,0,0
PT,247,0.2,1,0,0,0,0
SA,247,15.1,1,0,0,0,0
EG,247,0.4,2,0,0,0,0
US,246,53.7,1,0,0,0,0
IN,246,19.1,1,0,0,0,0
IN,246,1.5,1,0,0,0,0
IN,246,0.2,1,0,0,0,0
EG,246,87.9,3,0,0,0,0
IN,246,27.3,1,0,0,0,0
SA,246,0.7,1,0,0,0,0
ZA,246,0.3,1,0,0,0,0
AZ,246,57.1,1,0,0,0,0
KE,246,0.1,1,0,0,0,0
SG,246,1.4,1,0,0,0,0
PK,246,0.7,1,0,0,0,0
KH,246,1.9,1,0,0,0,0
EG,246,9.3,1,0,0,0,0
IN,246,0.5,1,0,0,0,0
CH,0,118,1,0,0,0,1
CZ,22,101.7,1,0,0,0,1
TR,246,43.3,1,0,0,0,0
IN,246,20.2,1,0,0,0,0
IN,246,9.1,1,0,0,0,0
RS,246,0.5,1,0,0,0,0
IN,246,35.9,1,0,0,0,0
GE,246,97.1,1,0,0,0,0
IN,246,0.1,1,0,0,0,0
US,246,4.1,1,0,0,0,0
IN,246,88.2,2,0,0,0,0
IN,246,1.2,1,0,0,0,0
SA,246,35.6,1,0,0,0,0
IN,246,10.1,3,0,0,0,0
US,91,155.2,2,0,0,0,1
NG,246,145.4,3,0,0,0,0
US,246,55.5,1,0,0,0,0
ES,246,6.6,1,0,0,0,0
SA,246,6.8,1,0,0,0,0
GB,246,11.4,1,0,0,0,0
NG,246,2.9,1,0,0,0,0
US,246,6.6,1,0,0,0,0
RS,246,0.2,1,0,0,0,0
US,246,2.4,1,0,0,0,0
EG,246,36.2,1,0,0,0,0
PA,246,37.1,4,0,0,0,0
US,245,20.1,3,0,0,0,0
US,0,44.1,1,0,0,0,1
US,245,31.1,1,0,0,0,0
MX,245,7.5,1,0,0,0,0
US,4,155.1,1,0,0,0,1
IN,245,4.4,1,0,0,0,0
HK,245,0.7,1,0,0,0,0
IN,245,1.4,1,0,0,0,0
IN,245,3,1,0,0,0,0
IN,245,0.5,1,0,0,0,0
AU,0,10.5,1,0,0,0,1
US,32,113.2,1,0,0,0,1
SE,245,0.1,1,0,0,0,0
MA,245,8.9,2,0,0,0,0
PH,245,11.5,1,0,0,0,0
GB,0,97.1,1,0,0,0,1
BG,0,216.7,1,0,0,0,1
EG,245,78.3,1,0,0,0,0
ID,245,3.4,2,0,0,0,0
DE,245,11.1,1,0,0,0,0
IN,245,29.2,2,0,0,0,0
GR,245,46,1,0,0,0,0
IN,245,36.7,2,0,0,0,0
BR,245,12.1,1,0,0,0,0
IN,245,3.4,1,0,0,0,0
IN,245,0.8,2,0,0,0,0
SK,245,1.7,1,0,0,0,0
AR,245,47.8,1,0,0,0,0
EG,245,6,2,0,0,0,0
FR,245,1.7,1,0,0,0,0
PL,245,10.1,3,0,0,0,0
GB,245,8.2,1,0,0,0,0
ZA,245,13.8,1,0,0,0,0
SA,245,5.5,1,0,0,0,0
IN,245,0.3,1,0,0,0,0
DZ,245,0.4,1,0,0,0,0
ZA,245,9.4,1,0,0,0,0
IN,245,0.7,1,0,0,0,0
UY,245,33.9,1,0,0,0,0
CA,245,0.5,1,0,0,0,0
IN,245,125.5,2,0,0,0,0
IN,245,4.2,1,0,0,0,0
US,245,40.2,1,0,0,0,0
RU,245,0.4,1,0,0,0,0
IN,245,4,1,0,0,0,0
US,245,44.9,1,0,0,0,0
US,245,55.1,2,0,0,0,0
CA,245,0.3,1,0,0,0,0
EG,245,0.2,1,0,0,0,0
DE,245,11,1,0,0,0,0
IN,245,4,1,0,0,0,0
US,245,146.4,4,0,0,0,0
IN,245,149.6,1,0,0,0,0
IN,245,0.1,1,0,0,0,0
AU,245,0.4,1,0,0,0,0
IN,245,0.1,1,0,0,0,0
US,245,57.3,1,0,0,0,0
ZA,245,44.9,1,0,0,0,0
ET,245,34.9,1,0,0,0,0
GB,245,1.3,1,0,0,0,0
PK,245,22.9,2,0,0,0,0
MX,245,0.2,1,0,0,0,0
US,7,6.6,1,0,0,0,1
SG,245,38.3,1,0,0,0,0
NG,244,13.1,2,0,0,0,0
US,244,28.4,1,0,0,0,0
IN,244,16,1,0,0,0,0
US,244,1.1,1,0,0,0,0
IN,244,16.4,2,0,0,0,0
TH,244,1.5,1,0,0,0,0
EG,244,0.3,2,0,0,0,0
CA,244,1.4,1,0,0,0,0
IN,244,29,1,0,0,0,0
US,244,2.5,1,0,0,0,0
US,0,175.2,1,0,0,0,1
US,244,3.8,1,0,0,0,0
US,244,34.7,2,0,0,0,0
US,244,2,1,0,0,0,0
SG,5,38.7,1,0,0,0,1
NG,244,18.8,1,0,0,0,0
NG,244,82.3,1,0,0,0,0
UZ,244,1.9,1,0,0,0,0
SA,244,26.2,1,0,0,0,0
GN,244,0.1,1,0,0,0,0
CA,244,19.4,1,0,0,0,0
NZ,244,8.2,3,0,0,0,0
GB,244,4.3,1,0,0,0,0
PK,244,1,1,0,0,0,0
ID,244,0.8,1,0,0,0,0
IN,244,4.5,1,0,0,0,0
BD,244,10.5,1,0,0,0,0
GB,244,13.7,1,0,0,0,0
BD,244,0.8,2,0,0,0,0
MX,244,6.7,1,0,0,0,0
FR,244,25.9,2,0,0,0,0
EG,244,48.5,1,0,0,0,0
MY,244,11.2,1,0,0,0,0
AT,4,12.7,1,0,0,0,1
LK,244,1.5,1,0,0,0,0
GB,244,0.6,1,0,0,0,0
MG,244,2.2,1,0,0,0,0
EG,244,0.8,1,0,0,0,0
IN,244,38.3,1,0,0,0,0
SA,6,132.3,1,0,0,0,1
PH,244,45.5,2,0,0,0,0
AR,244,0.4,1,0,0,0,0
EG,244,2.5,1,0,0,0,0
US,244,11,1,0,0,0,0
SG,244,3.1,1,0,0,0,0
IN,244,23.9,1,0,0,0,0
MX,7,55.6,2,0,0,0,1
IN,244,1.7,2,0,0,0,0
NG,244,46.7,1,0,0,0,0
MA,244,15.7,1,0,0,0,0
US,244,0.3,1,0,0,0,0
TR,244,1.7,1,0,0,0,0
CO,244,0.1,1,0,0,0,0
US,244,32.1,1,0,0,0,0
ZA,244,40.6,1,0,0,0,0
TN,244,55.9,1,0,0,0,0
FR,244,0.2,1,0,0,0,0
DE,244,4.2,2,0,0,0,0
US,244,10.9,1,0,0,0,0
NG,244,13.1,1,0,0,0,0
EG,243,0.9,1,0,0,0,0
DZ,243,6.5,1,0,0,0,0
HK,243,1.2,1,0,0,0,0
IN,243,6.3,1,0,0,0,0
EG,243,0.5,1,0,0,0,0
KH,243,6.8,1,0,0,0,0
SD,243,3.9,3,0,0,0,0
PK,243,8.3,1,0,0,0,0
DE,243,1.7,1,0,0,0,0
ZA,243,57.4,1,0,0,0,0
KE,243,0.7,1,0,0,0,0
BF,243,0.1,1,0,0,0,0
IN,243,0.5,1,0,0,0,0
US,243,12.1,1,0,0,0,0
IN,243,5.9,1,0,0,0,0
NG,243,0.1,1,0,0,0,0
